0,        20101228,            1.00
1,        20101229,            1.00
2,        20101230,            0.99
3,        20101231,            1.00
4,        20110103,            1.02
5,        20110104,            1.01
6,        20110105,            1.01
7,        20110106,            1.00
8,        20110107,            1.01
